"show_id","type","title","director","cast","country","date_added","release_year","rating","duration","listed_in","description","date_added_asdate","date_month"
"s4193","Movie","Revenger","Lee Seung-won","Bruce Khan, Park Hee-soon, Yoon Jin-seo, Kim In-kwon, Kim Na-yeon, Park Cheol-min, Jeon Soo-jin, Kim Jae-hyun, Choi Je-heon","South Korea","January 15, 2019",2018,"TV-MA","102 min","Action & Adventure, International Movies","Hell-bent on avenging the murder of his family, a former detective infiltrates a remote island that serves as a prison for vicious death row criminals.",2019-01-15,"2019-01"
"s4305","TV Show","Hymn of Death","","Lee Jong-suk, Shin Hye-sun, Kim Myeong-su, Park Seon-im, Kim Won-hae, Hwang Yeong-hee, Lee Ji-hoon, Go Bo-gyeol, Shin Jae-ha","South Korea","December 14, 2018",2018,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","During the Japanese colonial period, married playwright Kim U-jin falls in love with soprano Yun Sim-deok, one of Korea’s notable New Women.",2018-12-14,"2018-12"
"s4327","TV Show","The Sound of Your Heart: Reboot","","Sung Hoon, Kwon Yuri, Tae Hang-ho, Joo Jin-mo, Shim Hye-jin, Ji Su-won, Park Cheol-min, Kim Seong-won, Kang Yoon, Seo Eun-ah, Bae Yoon-kyung","South Korea","December 3, 2018",2018,"TV-14","2 Seasons","International TV Shows, Korean TV Shows, TV Comedies","Webtoonist Cho Seok is back with more anecdotes of mix-ups, unintended antics, and bathroom blunders in this reboot starring an all-new cast.",2018-12-03,"2018-12"
"s4328","TV Show","Memories of the Alhambra","","Hyun Bin, Park Shin-hye, Park Hoon, Kim Yong-rim, Chanyeol, Lee Re, Lee Hak Joo, Lee Si-won, Kim Eui-sung","South Korea","December 2, 2018",2018,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Korean TV Shows","While looking for the cryptic creator of an innovative augmented-reality game, an investment firm executive meets a woman who runs a hostel in Spain.",2018-12-02,"2018-12"
"s4408","TV Show","Treehouse Detectives","","Brody Allen, Jenna Davis, Ryan Bartley, Philece Sampler, Leigh Kelly, Abby Trott","South Korea, United States","November 9, 2018",2018,"TV-Y","2 Seasons","Kids' TV, TV Thrillers","When their animal friends need help, brother-and-sister team Toby and Teri use the clues and follow the facts to solve mysteries in their own backyard.",2018-11-09,"2018-11"
"s4494","Movie","Illang: The Wolf Brigade","Kim Jee-woon","Gang Dong-won, Han Hyo-joo, Jung Woo-sung, Kim Mu-yeol, Han Ye-ri, Choi Min-ho, Shin Eun-soo, Kim Beop-rae, Lee Dong-ha, Jung Won-joong, Choi Jin-ho","South Korea","October 19, 2018",2018,"TV-MA","140 min","Action & Adventure, International Movies, Sci-Fi & Fantasy","In 2029, the elite police squad Illang combats a terrorist group opposing reunification of the two Koreas. But another enemy may be lurking nearby.",2018-10-19,"2018-10"
"s4536","TV Show","YG Future Strategy Office","","Seungri, Yoo Byung Jae, Lee Jai-jin, Jinu, Son Se-bin, Kim Ga-eun, Park Choong-hwan, Baek Yeong-gwang, Choi Sin-deuk","South Korea","October 5, 2018",2018,"TV-MA","1 Season","International TV Shows, Korean TV Shows, TV Comedies","K-pop star Seungri, BIGBANG's youngest member, tries to lead a team of bumbling staff at YG's Future Strategy Office in this mockumentary sitcom.",2018-10-05,"2018-10"
"s4624","TV Show","Skylanders Academy","","Justin Long, Ashley Tisdale, Jonathan Banks, Chris Diamantopoulos, Bobcat Goldthwait, Richard Steven Horvitz, Norm MacDonald, Daniel Middleton, Catherine O'Hara, Parker Posey, Jonny Rees, Jason Ritter, Susan Sarandon, Harland Williams, Daniel Wu, Dee Bradley Baker, Chris Cox, Jim Cummings, Felicia Day, John DiMaggio, Grey Griffin","South Korea, United States","September 28, 2018",2018,"TV-Y7","3 Seasons","Kids' TV, TV Comedies","Travel the vast Skylander universe in this animated series as a ragtag group of academy graduates build trust and heart in their fight against evil.",2018-09-28,"2018-09"
"s4646","TV Show","Life","","Lee Dong-wook, Cho Seung-woo, Won Jin-ah, Lee Kyu-hyung, Moon Sung-keun, Yoo Jae-myung, Moon So-ri, Chun Ho-jin","South Korea","September 12, 2018",2018,"TV-MA","1 Season","International TV Shows, Korean TV Shows, TV Dramas","At Korea's top university medical center, ideals and interests collide between a patient-centered ER doctor and the hospital's newly-appointed CEO.",2018-09-12,"2018-09"
"s4677","TV Show","Ultimate Beastmaster","","Tiki Barber, Chris Distefano, Francesco Facchinetti, Bianca Balti, Vidyut Jammwal, Sarah-Jane Dias, BIn Gu, Qinyi Du, Paula Vázquez, Saúl Craviotto, Gilles Marini, Sandy Heribert, Terry Crews, Charissa Thompson, Yuji Kondo, Sayaka Akimoto, Luke Mockridge, Hans Sarpei, Kyung-seok Seo, Kyeong-rim Park, Luis Ernesto Franco, Inés Sainz, Rafinha Bastos, Anderson Silva, Sylvester Stallone","United States, Brazil, South Korea, Mexico, Japan, Germany","August 31, 2018",2018,"TV-PG","3 Seasons","Reality TV","In this intense obstacle course series, elite athletes from the U.S. and other countries compete for cash prizes, individual glory and national pride.",2018-08-31,"2018-08"
"s4700","Movie","Yoo Byung Jae: Discomfort Zone","Y. Joon Chung","Yoo Byung Jae","South Korea","August 17, 2018",2018,"TV-MA","54 min","Stand-Up Comedy","Daring comedian Yoo Byung-jae connects criticism he's received from the general public to some of the most touchy issues in current Korean society.",2018-08-17,"2018-08"
"s4780","TV Show","Mr. Sunshine","Lee Eung-bok","Lee Byung-hun, Kim Tae-ri, Yoo Yeon-seok, Kim Min-jung, Byun Yo-han","South Korea","July 8, 2018",2018,"TV-MA","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","A young boy who ends up in the U.S. after the 1871 Shinmiyangyo incident returns to Korea at a historical turning point and falls for a noblewoman.",2018-07-08,"2018-07"
"s4849","TV Show","Something in the Rain","","Son Ye-jin, Jung Hae-in, Jang So-yeon","South Korea","May 26, 2018",2018,"TV-MA","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","Reunited with her best friend’s younger brother, who’s back from a stint abroad, a recently dumped career woman begins to see him in a new light.",2018-05-26,"2018-05"
"s4919","Movie","Psychokinesis","Sang-ho Yeon","Ryu Seung-ryong, Shim Eun-kyung, Jung-min Park, Min-jae Kim, Yu-mi Jung","South Korea","April 25, 2018",2018,"TV-MA","102 min","Action & Adventure, Comedies, International Movies","Suddenly possessed with supernatural powers, a father sets out to help his estranged daughter, who's at risk of losing everything she's lived for.",2018-04-25,"2018-04"
"s4988","Movie","Steel Rain","Yang Woo-seok","Woo-sung Jung, Do-won Kwak, Kap-soo Kim, Woo-jin Jo, Eui-sung Kim, Kyeong-yeong Lee, Won-joong Jung, Hyun-sung Jang","South Korea","March 14, 2018",2018,"TV-MA","140 min","Action & Adventure, Dramas, International Movies","Amid a coup, a North Korean agent escapes south with the country's injured leader in an attempt to keep him alive and prevent a Korean war.",2018-03-14,"2018-03"
"s4995","TV Show","Bad Guys: Vile City","","Joong-hoon Park, Jin-mo Joo, Yang Ik-june, Moo-Yul Kim, Ji Soo, Young-chang Song, Hong-Fa Kim, Tae-ho Ryu, Yu-seok Kim, Soo-young Park, Yoon-hee Lee","South Korea","March 8, 2018",2018,"TV-MA","1 Season","Crime TV Shows, International TV Shows, Korean TV Shows","Ordered to take down a villainous business leader who controls the city, a prosecutor gathers a team of men who may not be so clean themselves.",2018-03-08,"2018-03"
"s5023","Movie","반드시 잡는다","Hong-seon Kim","Baek Yoon-sik","South Korea","February 28, 2018",2017,"TV-MA","110 min","Dramas, International Movies, Thrillers","After people in his town start turning up dead, a grumpy landlord is visited by a man who recounts an unsolved serial murder case from 30 years ago.",2018-02-28,"2018-02"
"s5027","TV Show","Best Lover","","Da-hae Lee, Zhou Mi, Wang Qiuzi, Kwang-hyun Park, Jia Zhengyu, Jeong-hak Park","South Korea, China","February 23, 2018",2016,"TV-14","1 Season","International TV Shows, Romantic TV Shows, TV Comedies","Two young stars with different backgrounds and agendas enter into a fake marriage to advance their careers, until the fake starts turning real.",2018-02-23,"2018-02"
"s5032","Movie","Forgotten","Hang-Jun Jang","Ha-neul Kang, Moo-Yul Kim, Young-hee Na, Seong-kun Mun, Myung-Ryul Nam, Eun-woo Lee, Chan-bi Jung, Go Choi, Seong-il Bae, Soon-won Lee","South Korea","February 21, 2018",2017,"TV-MA","109 min","Dramas, International Movies, Thrillers","When his abducted brother returns seemingly a different man with no memory of the past 19 days, Jin-seok chases after the truth behind the kidnapping.",2018-02-21,"2018-02"
"s5052","Movie","The Bros","You-Jeong Chang","Dong-hwi Lee, Dong-seok Ma, Ha-Nui Lee, Woo-jin Jo, Young-chang Song, Chang-wook Ji, Man-seok Oh, Ye-ji Seo","South Korea","February 2, 2018",2017,"TV-14","102 min","Comedies, Dramas, International Movies","Reunited in their hometown for their father's funeral, two self-interested brothers meet a peculiar woman who shares a huge secret about their family.",2018-02-02,"2018-02"
"s5066","TV Show","Prison Playbook","","Hae-soo Park, Kyung-ho Jung, Dong-il Sung, Krystal Jung, Soo-jeong Ye, Jae-sung Jung, Hoon-jin Lee, Kyoo-hyung Lee, Ho-cheol Lee, Chang-hwan Ahn, Kyung-nam Kim","South Korea","January 24, 2018",2017,"TV-MA","1 Season","International TV Shows, Korean TV Shows, TV Comedies","With his major league baseball debut right around the corner, a star pitcher lands in prison and must learn to navigate his new world.",2018-01-24,"2018-01"
"s5086","Movie","The Reservoir Game","Choi Jin-seong","","South Korea","January 12, 2018",2017,"TV-MA","100 min","Documentaries, International Movies","An investigative reporter seeks to expose the whereabouts of a slush fund belonging to the former president of South Korea, Lee Myung-bak.",2018-01-12,"2018-01"
"s5120","TV Show","Hello, My Twenties!","","Ye-ri Han, Seung-Yeon Han, Eun-bin Park, Hwa-young Ryu, Hye-soo Park","South Korea","December 18, 2017",2017,"TV-MA","2 Seasons","International TV Shows, Korean TV Shows, Romantic TV Shows","With different personalities, life goals and taste in men, five female college students become housemates in a shared residence called Belle Epoque.",2017-12-18,"2017-12"
"s5125","Movie","Seoul Searching","Benson Lee","In-pyo Cha, Justin Chon, Jessika Van, Esteban Ahn, Teo Yoo, Rosalina Leigh, Kang Byul, Crystal Kay, Dante Han, Sue Son, Albert Kong, Byeol Kang, David Lee McInnis, Seung-hyeon Han, Nathalia Ramos, Seong-guk Choi, Ji-a Park","South Korea, China, United States","December 15, 2017",2015,"TV-MA","109 min","Comedies, Dramas, International Movies","Teens of Korean descent who were born and raised in other countries travel to Seoul to learn about their cultural heritage at a summer camp in 1986.",2017-12-15,"2017-12"
"s5158","TV Show","Argon","","Woo-hee Chun, Joo-hyuk Kim, Won-sang Park","South Korea","November 22, 2017",2017,"TV-MA","1 Season","International TV Shows, Korean TV Shows, TV Dramas","In a world filled with provocative (and often misleading) news, a passionate team of investigative TV reporters strives to bring truths to light.",2017-11-22,"2017-11"
"s5236","Movie","26 Years","Geun-hyun Cho","Goo Jin, Hye-jin Han, Soo-bin Bae, Seul-ong Im, Kyeong-yeong Lee, Gwang Jang, Deok-jae Jo, Eui-sung Kim, Seok-Hwan An, Bok-gi Min","South Korea","October 1, 2017",2012,"TV-MA","135 min","Dramas, International Movies, Thrillers","Twenty-six years after the 1980 massacre at Gwangju, South Korea, three relatives of the victims come together to avenge the infamous orchestrator.",2017-10-01,"2017-10"
"s5350","TV Show","Entangled","","Thomas Ong, Jack Tan, Margaret Wang, Kate Pang, Huang Qi Ming, Aileen Tan, Rayson Tan, Zhang Shui Fa","South Korea","August 1, 2017",2014,"TV-14","1 Season","International TV Shows, TV Dramas","When the children of two families become friends, they begin to unravel a horrific crime in the past that already linked their fathers to each other.",2017-08-01,"2017-08"
"s5416","Movie","Okja","Bong Joon Ho","Tilda Swinton, Jake Gyllenhaal, An Seo Hyun, Paul Dano, Steven Yeun, Byun Heebong, Lily Collins, Yoon Je Moon, Shirley Henderson, Daniel Henshall, Devon Bostick, Woo Shik Choi, Giancarlo Esposito","South Korea, United States","June 28, 2017",2017,"TV-MA","121 min","Action & Adventure, Comedies, Dramas","A gentle giant and the girl who raised her are caught in the crossfire between animal activism, corporate greed and scientific ethics.",2017-06-28,"2017-06"
"s5434","TV Show","28 Moons","","Jin-sung Yang, Kyu-jong Kim, Tae-hwan Kang, Geummi","South Korea","June 10, 2017",2016,"TV-PG","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","When her fiancé acts strangely upon receiving a mysterious invitation, a florist sets out to find out the truth behind the tiny scrap of paper.",2017-06-10,"2017-06"
"s5435","TV Show","Magic Phone","","Jin-woo Kim, Min-ji Park, In-jun Gwak, Gi-du Kim","South Korea","June 10, 2017",2016,"TV-PG","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","When an ordinary guy crosses paths 15 years later with his childhood sweetheart, now an actress, a magic cellphone allows him to be her protector.",2017-06-10,"2017-06"
"s5436","TV Show","Man to Man","Chang-Min Lee","Hae-Jin Park, Sung-woong Park, Min-jung Kim, Jung-an Chae, Jung-hoon Yeon, Hyun-sung Jang, Man-sik Jung, Shin-il Kang, Ho-jin Chun, In-ho Tae","South Korea","June 10, 2017",2017,"TV-14","1 Season","Crime TV Shows, International TV Shows, Korean TV Shows","Disguised as a bodyguard, a special agent must complete his national secret tasks while pandering to the whims of his ill-tempered world star.",2017-06-10,"2017-06"
"s5437","TV Show","My Little Baby","","Ji-ho Oh, Soo-kyung Lee, Min-jae Kim, Ji-hyun Nam","South Korea","June 10, 2017",2016,"TV-PG","1 Season","Crime TV Shows, International TV Shows, Korean TV Shows","A top detective in the violent crimes unit becomes the sole guardian of his 6-month-old niece when his sister and her husband pass away unexpectedly.",2017-06-10,"2017-06"
"s5439","TV Show","Under the Black Moonlight","","Tae-hyun Nam, Soo-yeon Kim, Seo-ra Kim, Tae-hwan Kang, Young-jo Yang","South Korea","June 10, 2017",2016,"TV-14","1 Season","International TV Shows, Korean TV Shows, TV Dramas","A college art club welcomes a new member who has the secret ability to smell death and who warns one of them to leave her boyfriend ... or else.",2017-06-10,"2017-06"
"s5440","TV Show","My Only Love Song","","Seung-yeon Gong, Jong-hyun Lee, Yeon-seo Kim, Bo-hyun Ahn, Jai-jin Lee, Joo-hyung Park","South Korea","June 9, 2017",2017,"TV-MA","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","When things don't go her way during a shooting for her new show, a top actress runs away in an old van that guides her on a time-traveling journey.",2017-06-09,"2017-06"
"s5447","Movie","Lucid Dream","Jun-seong Kim","Ko Soo, Kyung-gu Seol, Yu-chun Park, Hye-jung Kang, In-hwan Park, Ho-jin Chun","South Korea","June 2, 2017",2017,"TV-MA","102 min","International Movies, Sci-Fi & Fantasy, Thrillers","After searching for his abducted son for three years, a devastated father attempts to track down his missing child through lucid dreams.",2017-06-02,"2017-06"
"s5510","TV Show","Jumping Girl","","Luna, U-kwon, Ha-na Jung, B-Bomb, Ha-seong Park","South Korea","April 28, 2017",2015,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","Sang-ah would do anything to shield pop star Ah-shin from rabid fans. But after an act of protection gone wrong, it looks like she's the crazy one.",2017-04-28,"2017-04"
"s5511","TV Show","President","","Su-jong Choi, Hee-Ra Ha, Jay Kim, Ji-hye Wang, Shin-il Kang","South Korea","April 28, 2017",2010,"TV-14","1 Season","International TV Shows, Korean TV Shows, TV Dramas","An ambitious, talented politician embarks on an intense journey toward winning the presidency while juggling his complicated family affairs.",2017-04-28,"2017-04"
"s5514","TV Show","What in the World Happened?","","Eun-mi Go, Jaehyo, Eun-Hyung Jo, Ha-yeon Kim, Shin Yi, Kwang-sun Park","South Korea","April 28, 2017",2015,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","A happy secret romance between a 40-year-old woman and a 25-year-old man is complicated after a greeting card grants her wish to be young again.",2017-04-28,"2017-04"
"s5538","TV Show","The Miracle","","Donghyun Kim, Nahyun, Yang Hak Jin, Yoon Hwa Hong","South Korea","April 10, 2017",2016,"TV-14","1 Season","International TV Shows, Korean TV Shows, TV Dramas","Polar opposites in personality and looks, fraternal twin sisters who live completely different lives wake up one day to find they've switched bodies.",2017-04-10,"2017-04"
"s5569","Movie","Pandora","Jung-woo Park","Nam-gil Kim, Young-ae Kim, Jeong-hee Moon, Joo-hyun Kim, Jin-young Jung, Kyeong-yeong Lee, Shin-il Kang, Dae-Myung Kim, Seung-mok Yoo, Myung-min Kim","South Korea","March 17, 2017",2016,"TV-MA","137 min","Dramas, International Movies, Thrillers","When an earthquake hits a Korean village housing a run-down nuclear power plant, a man risks his life to save the country from imminent disaster.",2017-03-17,"2017-03"
"s5581","TV Show","One More Time","","L, So-hui Yoon, Gi-du Kim, Chang-hwan Kim, Ji Su, Tae-im Lee, Nam-gil Kang","South Korea","March 10, 2017",2016,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","This fantasy drama follows an indie band singer who repeatedly undergoes unwanted time slips and the girlfriend he must save from an unlucky fate.",2017-03-10,"2017-03"
"s5586","TV Show","Tong: Memories","","Lee Hak Joo, Ji-an Kim, Jae-yoon Lee, Heo Ji Won, Yang Hak Jin, Choi Yeong Min","South Korea","March 1, 2017",2016,"TV-MA","1 Season","International TV Shows, Korean TV Shows, TV Action & Adventure","A tough young man with a short temper and no patience for bullies gains a legendary reputation as the best street fighter in Busan.",2017-03-01,"2017-03"
"s5593","TV Show","The Sound of Your Heart","","Kwang-soo Lee, Dae-Myung Kim, So-min Jung, Byeong-ok Kim, Mi-kyung Kim","South Korea","February 24, 2017",2016,"TV-14","1 Season","International TV Shows, Korean TV Shows, TV Comedies","Based on Korea's longest-running webtoon series, this comedy follows the ridiculous daily lives of a cartoonist, his girlfriend and his subpar family.",2017-02-24,"2017-02"
"s5599","TV Show","Love for Ten: Generation of Youth","","Sung-yeol Lee, Ji-hyun Nam, Clara Lee, Jin Won","South Korea","February 17, 2017",2013,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","A nerdy engineering student falls for a pretty, outgoing girl at his college. To get closer to her, he joins the theater group she belongs to.",2017-02-17,"2017-02"
"s5602","TV Show","Nightmare High","","So-hyun Kim, Min-hyuk Lee, Ki-joon Uhm, Da-Ye Kim, Seung-do Baek, Shin-ae Seo","South Korea","February 15, 2017",2016,"TV-14","1 Season","International TV Shows, Korean TV Shows, TV Dramas","After a new teacher arrives, students' dreams begin to come true. Class president Ye-rim must solve the nightmarish mystery before it's too late.",2017-02-15,"2017-02"
"s5604","TV Show","Spark","","Jong-chan Na, Bo-ra Nam, Da-young Joo, Yeo One, Ki-sung Bae, Jin-joo Park, Eun-soo Kwon","South Korea","February 15, 2017",2016,"TV-PG","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","A young woman's life gets a jump-start after she and a musical genius are both struck by the same falling star. But will the side effects derail love?",2017-02-15,"2017-02"
"s5609","TV Show","White Nights","","Yo-Won Lee, Goo Jin, U-ie, Hae-in Jung, Gook-hwan Jeon, Han-yong Jeong","South Korea","February 14, 2017",2016,"TV-14","1 Season","International TV Shows, Korean TV Shows, TV Dramas","A coldhearted heiress, a man from her past and an ambitious new hire in her company all become entangled on a battleground for money and power.",2017-02-14,"2017-02"
"s5654","TV Show","My Runway","","Ji-yeon Park, Dong-ho Kang, Chul-woong Kang, Bo-hyun Ahn, Hak Jin, Se-jin Park, Kisum","South Korea","December 30, 2016",2016,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","An egotistic top male model and a pretty model wannabe are forced to live each other's lives until they figure out a way to undo their body switch.",2016-12-30,"2016-12"
"s5660","Movie","A Christmas Special: Miraculous: Tales of Ladybug & Cat Noir","Thomas Astruc","Cristina Vee, Bryce Papenbrook, Keith Silverstein, Mela Lee, Max Mittelman, Carrie Keranen, Stephanie Sheh, Selah Victor, Ben Diskin, Erin Fitzgerald, Grant George","France, South Korea, Japan","December 20, 2016",2016,"TV-Y7","22 min","Movies","Parisian teen Marinette transforms herself into superhero Ladybug to find her lonely secret crush Adrien when he runs away from home at Christmas.",2016-12-20,"2016-12"
"s5666","TV Show","Color of Woman","","Jae Hee, Soo-kyung Lee, So-yi Yoon, Ji-ho Shim, Sang-Myeon Park, Joo-young Kim","South Korea","December 15, 2016",2012,"TV-PG","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","Two women at a cosmetics company compete for love and success. One uses her brain and diligence, while the other works her beauty and charm.",2016-12-15,"2016-12"
"s5668","TV Show","Goodbye My Wife","","Soo-hyun Hong, Si Won Ryu, Ji-yoon Park, Min-soo Kim, Julien Kang, Joo-eun Oh, Seong-mo Jeong","South Korea","December 15, 2016",2012,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","A couple’s five-year marriage is put on the line when each of their first loves comes back hoping for another shot at romance.",2016-12-15,"2016-12"
"s5669","TV Show","Happy And","","Hee-Jin Lee, Hae-seong Kwon, Paul Stafford, Mi-ji Lee, Ik-tae Kim, Ki-hyeon Kim","South Korea","December 15, 2016",2012,"TV-14","1 Season","International TV Shows, Korean TV Shows, TV Dramas","This relatable relationship drama explores the real-life trials and joys of married life through the lens of 11 different wives.",2016-12-15,"2016-12"
"s5670","TV Show","Heaven's Garden","","Bul-am Choi, Ho-Jeong Yoo, Sae-ron Kim, Chan-hee Kang, Woo-Sung Hyun, An Seo Hyun, Ho-Jin Kim","South Korea","December 15, 2016",2011,"TV-MA","1 Season","International TV Shows, Korean TV Shows, TV Dramas","When her husband goes to jail for bankruptcy, a woman takes her two daughters to live with her father, who severed ties with her years ago.",2016-12-15,"2016-12"
"s5672","TV Show","Immortal Classic","","Jae-suk Han, Sun-Young Park, Du-shim Ko, Ye-jin Lim, Jong-hwan Choi, Ha-Nui Lee, Yun-Hoo Ko, Byeong-Ki Kim, Sun-kyung Kim, Yoon-Sik Baek","South Korea","December 15, 2016",2012,"TV-14","1 Season","International TV Shows, Korean TV Shows, TV Dramas","Two renowned culinary families led by legendary food icons battle for the position of greatest chef, while protecting their secret kimchee recipes.",2016-12-15,"2016-12"
"s5674","TV Show","K-POP Extreme Survival","","Jung Eun Kim, Yu-hwan Park, Eun-ah Go, Yong Hwan Kwak, Jin Hyuk","South Korea","December 15, 2016",2012,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","Seung Yeon decides to chase her dream of becoming a K-pop star and audition for a popular group. There's only one catch: It's a boy band.",2016-12-15,"2016-12"
"s5676","TV Show","Miss Panda & Mr. Hedgehog","","Dong-hae Lee, Seung-ah Yoon, Jin-hyuk Choi, So-young Yoo, Yeo-jin Hong, Min-jin Jung","South Korea","December 15, 2016",2012,"TV-PG","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","When a gifted patissier with a gloomy past meets a bright and easygoing café owner, he begins to shed his thorns and learns to love again.",2016-12-15,"2016-12"
"s5987","TV Show","12 Years Promise","","So-yeon Lee, Namkoong Min, Tae-im Lee, So-hui Yoon, Won-keun Lee, Hyo-young Ryu","South Korea","May 22, 2017",2014,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","A pregnant teen is forced by her family to leave her boyfriend and assume a new identity in America, but 12 years later, the couple reunites in Korea.",2017-05-22,"2017-05"
"s5998","Movie","2015 Dream Concert","","4Minute, B1A4, BtoB, ELSIE, EXID, EXO, Got7, INFINITE, KARA, Shinee, Sistar, VIXX, Nine Muses, BTS, Secret, Topp Dogg","South Korea","April 28, 2017",2015,"TV-PG","107 min","International Movies, Music & Musicals","The world's biggest K-pop festival marked its 21st year in 2015, with groups such as EXO, 4Minute and SHINee electrifying the Seoul World Cup Stadium.",2017-04-28,"2017-04"
"s6045","TV Show","A Man Called God","","Song Il-gook, Han Chae-young, Kim Min-jong, Go Eun Han, Jung Hoon Lee, Nam Da-Reum, Yoo In-young","South Korea","March 12, 2019",2010,"TV-14","1 Season","Crime TV Shows, International TV Shows, Korean TV Shows","Raised in America, government agent Choi Kang-Ta returns to Korea with the skills of an assassin and a thirst for revenge on his father’s killers.",2019-03-12,"2019-03"
"s6080","TV Show","Abnormal Summit","Jung-ah Im, Seung-uk Jo","Hyun-moo Jun, Si-kyung Sung, Se-yoon Yoo","South Korea"," August 4, 2017",2017,"TV-PG","2 Seasons","International TV Shows, Korean TV Shows, Stand-Up Comedy & Talk Shows","Led by a trio of Korean celebs, a multinational panel of men engage in – usually – lighthearted debates on issues that surround Korea and beyond.",2017-08-04,"2017-08"
"s6191","Movie","Asura: The City of Madness","Sung-soo Kim","Jung-min Hwang, Do-won Kwak, Man-sik Jung, Woo-sung Jung","South Korea","February 15, 2018",2016,"NR","133 min","Action & Adventure, Dramas, International Movies","Caught between a corrupt mayor and a prosecutor intent on exposing political depravity, a police detective must decide whose side he's on.",2018-02-15,"2018-02"
"s6264","TV Show","Beating Again","","Kyung-ho Jung, So-yeon Kim, Hyun-min Yoon, Goo Jin, Hyun-joo Gong, Si-eon Lee, Yeong-gyu Park, Seok-Hwan An, Myung-Ryul Nam, Eun-ji Jo","South Korea","May 22, 2017",2015,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","After enduring both business and family upheavals, a ruthless investment director has a heart transplant and finds a new way to look at life and love.",2017-05-22,"2017-05"
"s6393","Movie","Burning","Lee Chang-dong","Yoo Ah-in, Steven Yeun, Jun Jong-seo, Kim Soo-kyung, Moon Sung-keun, ChoI Seung-ho","South Korea, Japan","April 29, 2019",2018,"TV-MA","148 min","Dramas, Independent Movies, International Movies","An aspiring writer goes to the airport to pick up a high school friend returning from a trip to Africa but is disheartened to see her with another man.",2019-04-29,"2019-04"
"s6402","TV Show","Cain and Abel","","So Ji-sub, Shin Hyun-joon, Chae Jung-an, Han Ji-min, Kim Hae-suk, You-Mi Ha, Yong Jang, Kwon Hae-hyo","South Korea","March 12, 2019",2009,"TV-MA","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","Gifted doctor Cho-in leads a charmed life while his older brother Seon-woo seethes with jealousy in this series inspired by Biblical characters.",2019-03-12,"2019-03"
"s6414","TV Show","Can We Get Married?","","Sung Jun, So-min Jung, Sung-min Kim, Ae-yeon Jeong, Mi-sook Lee, Eun-sook Sunwoo, Seok-woo Kang, Young-kwang Kim, Han Groo, Jin-soo Kim","South Korea","May 22, 2017",2012,"TV-14","1 Season","International TV Shows, Korean TV Shows, Romantic TV Shows","On the cusp of marriage or divorce, four couples consider the meaning of love, sharing a life, meddling families and the weight of their commitment.",2017-05-22,"2017-05"
"s6458","TV Show","Chef & My Fridge","","Seong-joo Kim​, Jung-hwan Ahn","South Korea"," August 4, 2017",2017,"TV-PG","2 Seasons","International TV Shows, Korean TV Shows, Reality TV","The best chefs of Korea go head-to-head to create impromptu dishes that feature ingredients found inside the guest stars' very own refrigerators.",2017-08-04,"2017-08"
"s6647","TV Show","Dramaworld","","Liv Hewson, Sean Dulake, Justin Chon, Noo-Ri Bae, Sa-hee Kim, Jimmy Shubert","United States, South Korea, China","May 23, 2016",2016,"TV-14","1 Season","Romantic TV Shows, TV Comedies, TV Dramas","A huge fan of a Korean TV drama is transported to a magical realm where she has the power to alter her favorite show's story line as a ""Facilitator.""",2016-05-23,"2016-05"
"s6771","TV Show","Flowering Heart","","Choi Da-in, Yang Se-na, Gim Chae-eun, Esther, Um Sang-hyun, Shin Yong-woo","South Korea","July 1, 2019",2016,"TV-Y7","1 Season","Kids' TV, Korean TV Shows","An ordinary student, who forms an advice club with her friends to help others, gains special powers after a mysterious encounter.",2019-07-01,"2019-07"
"s6966","TV Show","Hidden Singer","","Hyun-moo Jun, Solbi, Dong-hyuk Jang, Young-hoon Joo","South Korea","May 19, 2017",2015,"TV-Y7","1 Season","International TV Shows, Korean TV Shows, Reality TV","Pop stars and impersonators face off to be the last one standing as the audience tries to determine the real singer by listening to their voices only.",2017-05-19,"2017-05"
